slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
wang-bingzhang	s1	institutional-public legislative-prisoner-record	https://humanrightscommission.house.gov/DFP/Countries/China/Wang-Bingzhang	Congressional-Executive Commission on China — 王秉章	2023-01-11	day	VERIFIED_SOURCE_DATE	https://humanrightscommission.house.gov/DFP/Countries/China/Wang-Bingzhang | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-bingzhang	s2	human-rights-organization urgent-action	https://www.amnesty.org/en/documents/asa17/035/2002/en/	Amnesty International — 中國：擔心安全/可能遭受酷刑：王秉章	2002-08-08	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/documents/asa17/035/2002/en/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-bingzhang	s3	human-rights-organization movement-history-analysis	https://www.hrw.org/news/2019/05/30/human-rights-activism-post-tiananmen-china	Human Rights Watch — 天安門事件後中國的人權活動	2019-05-30	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2019/05/30/human-rights-activism-post-tiananmen-china | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-bingzhang	s4	human-rights-organization case-status-journal	https://www.duihuahrjournal.org/2024/04/	Dui Hua Foundation — 《對話人權雜誌》：2024 年 4 月	2024-04-23	day	VERIFIED_SOURCE_DATE	https://www.duihuahrjournal.org/2024/04/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-quanzhang	s1	human-rights-organization post-release-case-report	https://www.amnesty.org/en/latest/news/2020/04/china-wang-quanzhang-freedom-an-illusion-until-government-lifts-ruthless-restrictions/	Amnesty International — 中國：在政府取消無情限制之前王全璋的自由只是幻想	2020-04-05	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/news/2020/04/china-wang-quanzhang-freedom-an-illusion-until-government-lifts-ruthless-restrictions/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-quanzhang	s2	human-rights-organization detention-case-report	https://www.hrw.org/news/2018/02/15/china-release-human-rights-lawyers	Human Rights Watch — 中國：釋放人權律師	2018-02-15	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2018/02/15/china-release-human-rights-lawyers | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wang-quanzhang	s3	court-document court-judgment-primary-record	https://www.chinacourt.org/article/detail/2019/01/id/3690740.shtml	Tianjin No. 2 Intermediate People’s Court — 王全璋案的判決	2019-01-28	day	MANUAL_REVIEW_REQUIRED	https://www.chinacourt.org/article/detail/2019/01/id/3690740.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	DNS failure during the final direct-link audit
wang-quanzhang	s4	human-rights-organization ten-year-retrospective	https://www.hrw.org/news/2025/07/06/china-10-years-since-709-crackdown-lawyers-still-under-fire	Human Rights Watch — 中國：709鎮壓十年，律師仍遭攻擊	2025-07-06	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2025/07/06/china-10-years-since-709-crackdown-lawyers-still-under-fire | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
white-paper	s1	institutional-public	https://www.xinjiang.gov.cn/xinjiang/xwfb/202301/28b1863558ba4eff8608863c1eee46e1.shtml	新疆維吾爾自治區人民政府 — 烏魯木齊市「11·24」火災事故新聞發布會實錄	2022-11-26	day	VERIFIED_SOURCE_DATE	https://www.xinjiang.gov.cn/xinjiang/xwfb/202301/28b1863558ba4eff8608863c1eee46e1.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
white-paper	s2	overseas-media	https://www.reuters.com/world/china/china-protests-covid-lockdowns-spread-shanghai-beijing-2022-11-27/	Reuters — 中國抗議上海和北京的新冠封控	2022-11-27	day	MANUAL_REVIEW_REQUIRED	https://www.reuters.com/world/china/china-protests-covid-lockdowns-spread-shanghai-beijing-2022-11-27/ | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 401 during the final direct-link audit
white-paper	s3	human-rights-organization	https://www.amnesty.org/en/latest/news/2022/11/china-lockdown-protests-covid/	Amnesty International — 中國：全國爆發史無前例的示威活動，政府不得拘留和平抗議者	2022-11-27	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/news/2022/11/china-lockdown-protests-covid/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
white-paper	s4	human-rights-organization	https://www.amnesty.org/en/latest/campaigns/2023/11/chinas-white-paper-movement-one-year-on-six-protesters-share-their-stories/	Amnesty International — 中國白紙抗議一週年：六名抗議者分享經歷	2023-11-27	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/campaigns/2023/11/chinas-white-paper-movement-one-year-on-six-protesters-share-their-stories/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
white-paper	s5	institutional-public	https://www.gov.cn/xinwen/2022-12/07/content_5730443.htm	Joint Prevention and Control Mechanism of the State Council — 關於進一步優化COVID-19防控措施的通知	2022-12-07	day	VERIFIED_SOURCE_DATE	https://www.gov.cn/xinwen/2022-12/07/content_5730443.htm | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
white-paper	s6	human-rights-organization	https://www.hrw.org/news/2023/01/26/china-free-white-paper-protesters	Human Rights Watch — 中國：釋放「白紙」抗議者	2023-01-26	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2023/01/26/china-free-white-paper-protesters | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wuhan-pensioner-protests	wpp-s1	original-footage overseas-media	https://apnews.com/article/c0ae2e629c8cd8def13b5eeb0984e0c0	AP：武漢退休人員集會	2023-02-15	day	VERIFIED_SOURCE_DATE	https://apnews.com/article/c0ae2e629c8cd8def13b5eeb0984e0c0 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wuhan-pensioner-protests	wpp-s2	independent-media	https://www.aljazeera.com/news/2023/2/16/chinese-retirees-take-to-streets-over-plan-to-cut-health-benefits	半島電視台：武漢與大連退休人員抗議削減醫保待遇	2023-02-16	day	VERIFIED_SOURCE_DATE	https://www.aljazeera.com/news/2023/2/16/chinese-retirees-take-to-streets-over-plan-to-cut-health-benefits | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
wuhan-pensioner-protests	wpp-s3	official-policy	https://ybj.wuhan.gov.cn/zwgk_52/zcfgyjd/zcjd/202301/t20230113_2131767.shtml	武漢市醫療保障局：職工醫保門診共濟改革解讀	2023-01-13	day	VERIFIED_SOURCE_DATE	https://ybj.wuhan.gov.cn/zwgk_52/zcfgyjd/zcjd/202301/t20230113_2131767.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s1	law-enforcement-public-record	https://www.spp.gov.cn/zdgz/201405/t20140526_73449.shtml	Supreme People’s Procuratorate — 新疆檢察機關部署打擊暴力恐怖犯罪專案行動	2014-05-26	day	VERIFIED_SOURCE_DATE	https://www.spp.gov.cn/zdgz/201405/t20140526_73449.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s2	institutional-public primary-regulation	https://www.xinjiang.gov.cn/xinjiang/xjyw/201703/f1b24351f93b45b1a427e115d53f960c.shtml	新疆維吾爾自治區去極端化條例（2017年通過文本）	2017-03-29	day	VERIFIED_SOURCE_DATE	https://www.xinjiang.gov.cn/xinjiang/xjyw/201703/f1b24351f93b45b1a427e115d53f960c.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s3	academic-research	https://cdn.xjdp.aspi.org.au/wp-content/uploads/2020/09/25125443/documenting-xinjiangs-detention-system.cleaned.pdf	澳洲戰略政策研究所：記錄新疆拘押系統	2020-09-24	day	VERIFIED_SOURCE_DATE	https://cdn.xjdp.aspi.org.au/wp-content/uploads/2020/09/25125443/documenting-xinjiangs-detention-system.cleaned.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s4	independent-media	https://www.nytimes.com/interactive/2019/11/16/world/asia/china-xinjiang-documents.html	The New York Times — 「絕對不留情」：洩漏的文件揭露了中國如何組織大規模拘留穆斯林	2019-11-16	day	VERIFIED_SOURCE_DATE	https://www.nytimes.com/interactive/2019/11/16/world/asia/china-xinjiang-documents.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s5	human-rights-organization	https://www.hrw.org/news/2021/04/19/china-crimes-against-humanity-xinjiang	Human Rights Watch — 中國：新疆的反人類罪	2021-04-19	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2021/04/19/china-crimes-against-humanity-xinjiang | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-camps	s6	united-nations-document	https://www.ohchr.org/sites/default/files/documents/countries/2022-08-31/22-08-31-final-assesment.pdf	Office of the UN High Commissioner for Human Rights — 人權高專辦 對中華人民共和國新疆維吾爾自治區人權議題的評估	2022-08-31	day	MANUAL_REVIEW_REQUIRED	https://www.ohchr.org/sites/default/files/documents/countries/2022-08-31/22-08-31-final-assesment.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	TLS failure during the final direct-link audit
xinjiang-camps	s7	institutional-public	https://geneva.china-mission.gov.cn/eng/ryrbt/202209/t20220901_10758786.htm	中國常駐聯合國日內瓦代表團 — 就 OHCHR 新疆評估發表的談話	2022-09-01	day	VERIFIED_SOURCE_DATE	https://geneva.china-mission.gov.cn/eng/ryrbt/202209/t20220901_10758786.htm | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-tibet-forced-labour-2026	xt-s1	institutional-public un-expert-statement	https://www.ohchr.org/en/press-releases/2026/01/un-experts-alarmed-reports-forced-labour-uyghur-tibetan-and-other-minorities	OHCHR, UN experts on alleged forced labour of Uyghur, Tibetan and other minorities	2026-01-22	day	MANUAL_REVIEW_REQUIRED	https://www.ohchr.org/en/press-releases/2026/01/un-experts-alarmed-reports-forced-labour-uyghur-tibetan-and-other-minorities | publication marker, document metadata, or bibliographic record	2026-07-15	TLS failure during the final direct-link audit
xinjiang-tibet-forced-labour-2026	xt-s2	human-rights-organization country-retrospective	https://www.hrw.org/world-report/2026/country-chapters/china	Human Rights Watch, World Report 2026: China	2026-01-09	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/world-report/2026/country-chapters/china | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
xinjiang-tibet-forced-labour-2026	xt-s3	human-rights-organization annual-rights-report	https://www.amnesty.org/en/location/asia-and-the-pacific/east-asia/china/report-china/	Amnesty International, China 2025/26	2026-04	month	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/location/asia-and-the-pacific/east-asia/china/report-china/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
